park_name,park_code,year,month,visits
Theodore Roosevelt National Park,THRO,1998,3,2225
Theodore Roosevelt National Park,THRO,1998,4,17438
Theodore Roosevelt National Park,THRO,1998,5,40643
Theodore Roosevelt National Park,THRO,1998,6,76842
Theodore Roosevelt National Park,THRO,1998,7,106388
Theodore Roosevelt National Park,THRO,1998,8,111675
Theodore Roosevelt National Park,THRO,1998,9,54891
Theodore Roosevelt National Park,THRO,1998,10,23752
Theodore Roosevelt National Park,THRO,1998,11,6885
Theodore Roosevelt National Park,THRO,1998,12,1114
White Sands National Park,WHSA,1979,1,14973
White Sands National Park,WHSA,1979,2,31467
White Sands National Park,WHSA,1979,3,96099
White Sands National Park,WHSA,1979,4,87325
White Sands National Park,WHSA,1979,5,51900
White Sands National Park,WHSA,1979,6,63229
White Sands National Park,WHSA,1979,7,69269
White Sands National Park,WHSA,1979,8,64752
White Sands National Park,WHSA,1979,9,30197
White Sands National Park,WHSA,1979,10,26393
White Sands National Park,WHSA,1979,11,24037
White Sands National Park,WHSA,1979,12,21173
White Sands National Park,WHSA,1980,1,18401
White Sands National Park,WHSA,1980,2,26452
White Sands National Park,WHSA,1980,3,47743
White Sands National Park,WHSA,1980,4,63511
White Sands National Park,WHSA,1980,5,54968
White Sands National Park,WHSA,1980,6,59736
White Sands National Park,WHSA,1980,7,67672
White Sands National Park,WHSA,1980,8,69019
White Sands National Park,WHSA,1980,9,27698
White Sands National Park,WHSA,1980,10,24762
White Sands National Park,WHSA,1980,11,23154
White Sands National Park,WHSA,1980,12,28360
White Sands National Park,WHSA,1981,1,21937
White Sands National Park,WHSA,1981,2,34622
White Sands National Park,WHSA,1981,3,44292
White Sands National Park,WHSA,1981,4,61501
White Sands National Park,WHSA,1981,5,52858
White Sands National Park,WHSA,1981,6,58637
White Sands National Park,WHSA,1981,7,74299
White Sands National Park,WHSA,1981,8,71835
White Sands National Park,WHSA,1981,9,43619
White Sands National Park,WHSA,1981,10,36729
White Sands National Park,WHSA,1981,11,27418
White Sands National Park,WHSA,1981,12,28747
Shenandoah National Park,SHEN,2000,1,24257
Shenandoah National Park,SHEN,2000,2,31041
Shenandoah National Park,SHEN,2000,3,58479
White Sands National Park,WHSA,1982,1,25136
White Sands National Park,WHSA,1982,2,30218
White Sands National Park,WHSA,1982,3,54783
White Sands National Park,WHSA,1982,4,53841
White Sands National Park,WHSA,1982,5,67151
White Sands National Park,WHSA,1982,6,60601
White Sands National Park,WHSA,1982,7,71115
White Sands National Park,WHSA,1982,8,60620
White Sands National Park,WHSA,1982,9,38917
White Sands National Park,WHSA,1982,10,41731
Shenandoah National Park,SHEN,2000,4,95310
Shenandoah National Park,SHEN,2000,5,122358
Shenandoah National Park,SHEN,2000,6,133186
Shenandoah National Park,SHEN,2000,7,178581
Shenandoah National Park,SHEN,2000,8,167900
Shenandoah National Park,SHEN,2000,9,148990
Shenandoah National Park,SHEN,2000,10,346913
Shenandoah National Park,SHEN,2000,11,90044
Shenandoah National Park,SHEN,2000,12,22520
White Sands National Park,WHSA,1982,11,22705
White Sands National Park,WHSA,1982,12,16763
White Sands National Park,WHSA,1983,1,15977
White Sands National Park,WHSA,1983,2,27038
White Sands National Park,WHSA,1983,3,48850
White Sands National Park,WHSA,1983,4,37271
White Sands National Park,WHSA,1983,5,48122
White Sands National Park,WHSA,1983,6,45011
White Sands National Park,WHSA,1983,7,78185
White Sands National Park,WHSA,1983,8,58173
White Sands National Park,WHSA,1983,9,38840
White Sands National Park,WHSA,1983,10,42348
White Sands National Park,WHSA,1983,11,30237
White Sands National Park,WHSA,1983,12,22850
White Sands National Park,WHSA,1984,1,25364
White Sands National Park,WHSA,1984,2,30657
White Sands National Park,WHSA,1984,3,51243
White Sands National Park,WHSA,1984,4,72731
White Sands National Park,WHSA,1984,5,60907
White Sands National Park,WHSA,1984,6,59649
White Sands National Park,WHSA,1984,7,66687
White Sands National Park,WHSA,1984,8,45122
White Sands National Park,WHSA,1984,9,37304
White Sands National Park,WHSA,1984,10,39553
White Sands National Park,WHSA,1984,11,28091
White Sands National Park,WHSA,1984,12,25622
White Sands National Park,WHSA,1985,1,17635
White Sands National Park,WHSA,1985,2,37307
White Sands National Park,WHSA,1985,3,41103
White Sands National Park,WHSA,1985,4,61477
White Sands National Park,WHSA,1985,5,47121
White Sands National Park,WHSA,1985,6,46055
White Sands National Park,WHSA,1985,7,56402
White Sands National Park,WHSA,1985,8,54641
White Sands National Park,WHSA,1985,9,34248
White Sands National Park,WHSA,1985,10,35323
White Sands National Park,WHSA,1985,11,28029
White Sands National Park,WHSA,1985,12,27413
White Sands National Park,WHSA,1986,1,31078
White Sands National Park,WHSA,1986,2,32953
White Sands National Park,WHSA,1986,3,112288
White Sands National Park,WHSA,1986,4,65302
White Sands National Park,WHSA,1986,5,70668
White Sands National Park,WHSA,1986,6,69637
White Sands National Park,WHSA,1986,7,80100
White Sands National Park,WHSA,1986,8,73622
White Sands National Park,WHSA,1986,9,36339
White Sands National Park,WHSA,1986,10,34756
White Sands National Park,WHSA,1986,11,34670
White Sands National Park,WHSA,1986,12,25466
White Sands National Park,WHSA,1987,1,27417
White Sands National Park,WHSA,1987,2,30748
White Sands National Park,WHSA,1987,3,59245
White Sands National Park,WHSA,1987,4,61225
White Sands National Park,WHSA,1987,5,63754
White Sands National Park,WHSA,1987,6,59445
White Sands National Park,WHSA,1987,7,69976
White Sands National Park,WHSA,1987,8,68591
White Sands National Park,WHSA,1987,9,40551
White Sands National Park,WHSA,1987,10,37742
White Sands National Park,WHSA,1987,11,30606
White Sands National Park,WHSA,1987,12,18313
White Sands National Park,WHSA,1988,1,21387
White Sands National Park,WHSA,1988,2,30617
White Sands National Park,WHSA,1988,3,63438
White Sands National Park,WHSA,1988,4,64654
White Sands National Park,WHSA,1988,5,60267
White Sands National Park,WHSA,1988,6,54394
White Sands National Park,WHSA,1988,7,72232
White Sands National Park,WHSA,1988,8,55789
White Sands National Park,WHSA,1988,9,38802
White Sands National Park,WHSA,1988,10,40637
White Sands National Park,WHSA,1988,11,28879
White Sands National Park,WHSA,1988,12,25089
White Sands National Park,WHSA,1989,1,26926
White Sands National Park,WHSA,1989,2,32405
White Sands National Park,WHSA,1989,3,80420
White Sands National Park,WHSA,1989,4,58937
White Sands National Park,WHSA,1989,5,53536
White Sands National Park,WHSA,1989,6,59808
White Sands National Park,WHSA,1989,7,63142
White Sands National Park,WHSA,1989,8,57827
White Sands National Park,WHSA,1989,9,41244
White Sands National Park,WHSA,1989,10,40348
White Sands National Park,WHSA,1989,11,30395
White Sands National Park,WHSA,1989,12,23542
White Sands National Park,WHSA,1990,1,25136
White Sands National Park,WHSA,1990,2,32875
White Sands National Park,WHSA,1990,3,73318
White Sands National Park,WHSA,1990,4,72984
White Sands National Park,WHSA,1990,5,63291
White Sands National Park,WHSA,1990,6,58062
White Sands National Park,WHSA,1990,7,66063
White Sands National Park,WHSA,1990,8,59341
White Sands National Park,WHSA,1990,9,40238
White Sands National Park,WHSA,1990,10,35843
White Sands National Park,WHSA,1990,11,30975
White Sands National Park,WHSA,1990,12,24361
White Sands National Park,WHSA,1991,1,22396
White Sands National Park,WHSA,1991,2,30479
White Sands National Park,WHSA,1991,3,71305
White Sands National Park,WHSA,1991,4,60159
White Sands National Park,WHSA,1991,5,60668
White Sands National Park,WHSA,1991,6,62496
White Sands National Park,WHSA,1991,7,73205
White Sands National Park,WHSA,1991,8,66596
White Sands National Park,WHSA,1991,9,44822
White Sands National Park,WHSA,1991,10,43694
White Sands National Park,WHSA,1991,11,27839
White Sands National Park,WHSA,1991,12,24884
White Sands National Park,WHSA,1992,1,20892
White Sands National Park,WHSA,1992,2,31193
White Sands National Park,WHSA,1992,3,56973
White Sands National Park,WHSA,1992,4,63375
White Sands National Park,WHSA,1992,5,64542
White Sands National Park,WHSA,1992,6,66746
White Sands National Park,WHSA,1992,7,71140
White Sands National Park,WHSA,1992,8,65930
White Sands National Park,WHSA,1992,9,51613
White Sands National Park,WHSA,1992,10,43409
White Sands National Park,WHSA,1992,11,29458
White Sands National Park,WHSA,1992,12,25100
White Sands National Park,WHSA,1993,1,23954
White Sands National Park,WHSA,1993,2,29478
White Sands National Park,WHSA,1993,3,63212
White Sands National Park,WHSA,1993,4,72728
White Sands National Park,WHSA,1993,5,66640
White Sands National Park,WHSA,1993,6,61330
White Sands National Park,WHSA,1993,7,71691
White Sands National Park,WHSA,1993,8,63335
White Sands National Park,WHSA,1993,9,55515
White Sands National Park,WHSA,1993,10,45484
White Sands National Park,WHSA,1993,11,29135
White Sands National Park,WHSA,1993,12,28750
White Sands National Park,WHSA,1994,1,27415
White Sands National Park,WHSA,1994,2,32099
White Sands National Park,WHSA,1994,3,61576
White Sands National Park,WHSA,1994,4,68691
White Sands National Park,WHSA,1994,5,62861
White Sands National Park,WHSA,1994,6,58325
White Sands National Park,WHSA,1994,7,67971
White Sands National Park,WHSA,1994,8,58539
White Sands National Park,WHSA,1994,9,47248
White Sands National Park,WHSA,1994,10,42969
White Sands National Park,WHSA,1994,11,27195
White Sands National Park,WHSA,1994,12,28172
White Sands National Park,WHSA,1995,1,26051
White Sands National Park,WHSA,1995,2,35217
White Sands National Park,WHSA,1995,3,66272
White Sands National Park,WHSA,1995,4,66719
White Sands National Park,WHSA,1995,5,66668
White Sands National Park,WHSA,1995,6,64808
White Sands National Park,WHSA,1995,7,81095
White Sands National Park,WHSA,1995,8,60874
White Sands National Park,WHSA,1995,9,51579
White Sands National Park,WHSA,1995,10,46031
White Sands National Park,WHSA,1995,11,27535
White Sands National Park,WHSA,1995,12,11947
White Sands National Park,WHSA,1996,1,23888
White Sands National Park,WHSA,1996,2,37057
White Sands National Park,WHSA,1996,3,61029
White Sands National Park,WHSA,1996,4,56522
White Sands National Park,WHSA,1996,5,60939
White Sands National Park,WHSA,1996,6,60750
White Sands National Park,WHSA,1996,7,71618
White Sands National Park,WHSA,1996,8,62343
Virgin Islands National Park,VIIS,1998,1,70448
White Sands National Park,WHSA,1996,9,61078
White Sands National Park,WHSA,1996,10,46723
White Sands National Park,WHSA,1996,11,34452
White Sands National Park,WHSA,1996,12,40300
White Sands National Park,WHSA,1997,1,32179
White Sands National Park,WHSA,1997,2,36478
White Sands National Park,WHSA,1997,3,79891
White Sands National Park,WHSA,1997,4,55910
White Sands National Park,WHSA,1997,5,68570
White Sands National Park,WHSA,1997,6,63205
Virgin Islands National Park,VIIS,1998,2,64862
Virgin Islands National Park,VIIS,1998,3,70424
Virgin Islands National Park,VIIS,1998,4,60585
Virgin Islands National Park,VIIS,1998,5,47665
Virgin Islands National Park,VIIS,1998,6,41191
Virgin Islands National Park,VIIS,1998,7,37863
Virgin Islands National Park,VIIS,1998,8,25717
Virgin Islands National Park,VIIS,1998,9,19340
Virgin Islands National Park,VIIS,1998,10,25347
Virgin Islands National Park,VIIS,1998,11,37499
White Sands National Park,WHSA,1997,7,71940
White Sands National Park,WHSA,1997,8,62081
White Sands National Park,WHSA,1997,9,50713
White Sands National Park,WHSA,1997,10,45244
White Sands National Park,WHSA,1997,11,35529
White Sands National Park,WHSA,1997,12,27767
Virgin Islands National Park,VIIS,1998,12,55908
Voyageurs National Park,VOYA,1998,1,11720
Voyageurs National Park,VOYA,1998,2,16372
Voyageurs National Park,VOYA,1998,3,1128
Voyageurs National Park,VOYA,1998,4,335
Voyageurs National Park,VOYA,1998,5,25770
Voyageurs National Park,VOYA,1998,6,43515
Voyageurs National Park,VOYA,1998,7,46972
Voyageurs National Park,VOYA,1998,8,46825
Voyageurs National Park,VOYA,1998,9,24816
Voyageurs National Park,VOYA,1998,10,10867
Voyageurs National Park,VOYA,1998,11,2317
Voyageurs National Park,VOYA,1998,12,1321
White Sands National Park,WHSA,1998,1,30176
White Sands National Park,WHSA,1998,2,33943
White Sands National Park,WHSA,1998,3,61368
White Sands National Park,WHSA,1998,4,61700
White Sands National Park,WHSA,1998,5,54941
White Sands National Park,WHSA,1998,6,54394
White Sands National Park,WHSA,1998,7,67150
White Sands National Park,WHSA,1998,8,61694
White Sands National Park,WHSA,1998,9,57454
White Sands National Park,WHSA,1998,10,39547
White Sands National Park,WHSA,1998,11,37359
White Sands National Park,WHSA,1998,12,33231
Wind Cave National Park,WICA,1998,1,14994
Wind Cave National Park,WICA,1998,2,16629
Wind Cave National Park,WICA,1998,3,26145
Wind Cave National Park,WICA,1998,4,31284
Wind Cave National Park,WICA,1998,5,103949
Wind Cave National Park,WICA,1998,6,123336
Wind Cave National Park,WICA,1998,7,195530
Wind Cave National Park,WICA,1998,8,186315
Wind Cave National Park,WICA,1998,9,78266
Wind Cave National Park,WICA,1998,10,37298
Wind Cave National Park,WICA,1998,11,20289
Wind Cave National Park,WICA,1998,12,15939
Theodore Roosevelt National Park,THRO,2000,1,1039
Theodore Roosevelt National Park,THRO,2000,2,1037
Theodore Roosevelt National Park,THRO,2000,3,4073
Theodore Roosevelt National Park,THRO,2000,4,16264
Theodore Roosevelt National Park,THRO,2000,5,41394
Theodore Roosevelt National Park,THRO,2000,6,64396
Theodore Roosevelt National Park,THRO,2000,7,116569
Theodore Roosevelt National Park,THRO,2000,8,101706
Theodore Roosevelt National Park,THRO,2000,9,55362
Theodore Roosevelt National Park,THRO,2000,10,22097
Theodore Roosevelt National Park,THRO,2000,11,7138
Theodore Roosevelt National Park,THRO,2000,12,738
Wrangell-St. Elias National Park,WRST,1998,1,25
Wrangell-St. Elias National Park,WRST,1998,2,95
Wrangell-St. Elias National Park,WRST,1998,3,230
Wrangell-St. Elias National Park,WRST,1998,4,520
Wrangell-St. Elias National Park,WRST,1998,5,1151
Wrangell-St. Elias National Park,WRST,1998,6,6336
Wrangell-St. Elias National Park,WRST,1998,7,8836
Wrangell-St. Elias National Park,WRST,1998,8,7976
Wrangell-St. Elias National Park,WRST,1998,9,2065
Wrangell-St. Elias National Park,WRST,1998,10,530
Wrangell-St. Elias National Park,WRST,1998,11,60
Wrangell-St. Elias National Park,WRST,1998,12,35
Yellowstone National Park,YELL,1998,1,33845
Yellowstone National Park,YELL,1998,2,43032
Yellowstone National Park,YELL,1998,3,17894
Yellowstone National Park,YELL,1998,4,29689
Yellowstone National Park,YELL,1998,5,222385
Yellowstone National Park,YELL,1998,6,549396
Yellowstone National Park,YELL,1998,7,829683
Yellowstone National Park,YELL,1998,8,764238
Yellowstone National Park,YELL,1998,9,445741
Yellowstone National Park,YELL,1998,10,150079
Yellowstone National Park,YELL,1998,11,9106
Yellowstone National Park,YELL,1998,12,25742
Yosemite National Park,YOSE,1998,1,114143
Yosemite National Park,YOSE,1998,2,109163
Yosemite National Park,YOSE,1998,3,157257
Yosemite National Park,YOSE,1998,4,231495
Yosemite National Park,YOSE,1998,5,307331
Yosemite National Park,YOSE,1998,6,345916
Yosemite National Park,YOSE,1998,7,603790
Yosemite National Park,YOSE,1998,8,672966
Yosemite National Park,YOSE,1998,9,480941
Yosemite National Park,YOSE,1998,10,384428
Yosemite National Park,YOSE,1998,11,142002
Yosemite National Park,YOSE,1998,12,107700
Zion National Park,ZION,1998,1,70167
Zion National Park,ZION,1998,2,62429
Zion National Park,ZION,1998,3,112119
Zion National Park,ZION,1998,4,201553
Zion National Park,ZION,1998,5,230959
Zion National Park,ZION,1998,6,325129
Zion National Park,ZION,1998,7,318876
Zion National Park,ZION,1998,8,359490
Zion National Park,ZION,1998,9,284343
Zion National Park,ZION,1998,10,229844
Zion National Park,ZION,1998,11,112117
Zion National Park,ZION,1998,12,63022
Petrified Forest National Park,PEFO,1999,7,107118
Crater Lake National Park,CRLA,1999,10,32999
Big Bend National Park,BIBE,2001,10,19443
Badlands National Park,BADL,1999,1,5410
Bryce Canyon National Park,BRCA,1999,1,16331
Canyonlands National Park,CANY,1999,1,5205
Arches National Park,ARCH,1999,1,11967
Capitol Reef National Park,CARE,1999,1,10552
Black Canyon of the Gunnison National Park,BLCA,1999,1,5787
Glacier National Park,GLAC,1999,1,7050
Grand Teton National Park,GRTE,1999,1,42914
Great Sand Dunes National Park,GRSA,1999,1,2281
Mesa Verde National Park,MEVE,1999,1,5659
Rocky Mountain National Park,ROMO,1999,1,60871
Theodore Roosevelt National Park,THRO,1999,1,1167
Virgin Islands National Park,VIIS,2000,1,65727
Virgin Islands National Park,VIIS,2000,2,75174
Virgin Islands National Park,VIIS,2000,3,82605
Virgin Islands National Park,VIIS,2000,4,82640
Virgin Islands National Park,VIIS,2000,5,60433
Virgin Islands National Park,VIIS,2000,6,59881
Wind Cave National Park,WICA,1999,1,14564
Yellowstone National Park,YELL,1999,1,34346
Zion National Park,ZION,1999,1,73220
Acadia National Park,ACAD,1999,1,16430
Virgin Islands National Park,VIIS,2000,7,58502
Virgin Islands National Park,VIIS,2000,8,32861
Virgin Islands National Park,VIIS,2000,9,26134
Virgin Islands National Park,VIIS,2000,10,34972
Virgin Islands National Park,VIIS,2000,11,57578
Virgin Islands National Park,VIIS,2000,12,67485
Shenandoah National Park,SHEN,1999,1,13782
Voyageurs National Park,VOYA,2000,1,9870
Voyageurs National Park,VOYA,2000,2,7105
Voyageurs National Park,VOYA,2000,3,222
Congaree National Park,CONG,1999,1,6645
Biscayne National Park,BISC,1999,1,26888
Everglades National Park,EVER,1999,1,118341
Dry Tortugas National Park,DRTO,1999,1,4334
Virgin Islands National Park,VIIS,1999,1,54884
Great Smoky Mountains National Park,GRSM,1999,1,302467
Mammoth Cave National Park,MACA,1999,1,73891
Voyageurs National Park,VOYA,2000,4,290
Voyageurs National Park,VOYA,2000,5,26540
Voyageurs National Park,VOYA,2000,6,43862
Voyageurs National Park,VOYA,2000,7,46727
Voyageurs National Park,VOYA,2000,8,46842
Voyageurs National Park,VOYA,2000,9,25094
Voyageurs National Park,VOYA,2000,10,10811
Voyageurs National Park,VOYA,2000,11,5911
Voyageurs National Park,VOYA,2000,12,4097
Cuyahoga Valley National Park,CUVA,1999,1,204020
Indiana Dunes National Park,INDU,1999,1,49232
Isle Royale National Park,ISRO,1999,1,29
