park_name,park_code,year,month,visits
Cuyahoga Valley National Park,CUVA,2012,6,272900
Cuyahoga Valley National Park,CUVA,2012,7,290576
Cuyahoga Valley National Park,CUVA,2012,8,282757
Cuyahoga Valley National Park,CUVA,2012,9,236390
Cuyahoga Valley National Park,CUVA,2012,10,203339
Cuyahoga Valley National Park,CUVA,2012,11,122400
Cuyahoga Valley National Park,CUVA,2012,12,112643
Kenai Fjords National Park,KEFJ,2012,1,48
Kenai Fjords National Park,KEFJ,2012,2,75
Kenai Fjords National Park,KEFJ,2012,3,95
Kenai Fjords National Park,KEFJ,2012,4,3
Kenai Fjords National Park,KEFJ,2012,5,14577
Kenai Fjords National Park,KEFJ,2012,6,67696
Kenai Fjords National Park,KEFJ,2012,7,84556
Kenai Fjords National Park,KEFJ,2012,8,72320
Kenai Fjords National Park,KEFJ,2012,9,41563
Kenai Fjords National Park,KEFJ,2012,10,111
Kenai Fjords National Park,KEFJ,2012,11,118
Kenai Fjords National Park,KEFJ,2012,12,117
Redwood National Park,REDW,2012,1,13949
Redwood National Park,REDW,2012,2,13686
Redwood National Park,REDW,2012,3,16802
Redwood National Park,REDW,2012,4,24262
Redwood National Park,REDW,2012,5,10834
Redwood National Park,REDW,2012,6,42803
Redwood National Park,REDW,2012,7,58407
Redwood National Park,REDW,2012,8,56920
Redwood National Park,REDW,2012,9,44049
Redwood National Park,REDW,2012,10,31070
Redwood National Park,REDW,2012,11,19684
Redwood National Park,REDW,2012,12,20051
Mesa Verde National Park,MEVE,2012,1,6288
Mesa Verde National Park,MEVE,2012,2,5771
Mesa Verde National Park,MEVE,2012,3,14411
Mesa Verde National Park,MEVE,2012,4,25245
Mesa Verde National Park,MEVE,2012,5,51503
Mesa Verde National Park,MEVE,2012,6,85908
Mesa Verde National Park,MEVE,2012,7,98574
Mesa Verde National Park,MEVE,2012,8,81558
Mesa Verde National Park,MEVE,2012,9,60439
Mesa Verde National Park,MEVE,2012,10,40982
Mesa Verde National Park,MEVE,2012,11,10620
Mesa Verde National Park,MEVE,2012,12,7561
Yosemite National Park,YOSE,2012,1,120496
Yosemite National Park,YOSE,2012,2,113341
Yosemite National Park,YOSE,2012,3,136687
Yosemite National Park,YOSE,2012,4,243102
Yosemite National Park,YOSE,2012,5,356500
Yosemite National Park,YOSE,2012,6,528186
Yosemite National Park,YOSE,2012,7,623101
Yosemite National Park,YOSE,2012,8,660118
Yosemite National Park,YOSE,2012,9,482004
Yosemite National Park,YOSE,2012,10,322687
Yosemite National Park,YOSE,2012,11,141868
Yosemite National Park,YOSE,2012,12,125314
Hawaiʻi Volcanoes National Park,HAVO,2012,1,122790
Hawaiʻi Volcanoes National Park,HAVO,2012,2,117846
Hawaiʻi Volcanoes National Park,HAVO,2012,3,117042
Hawaiʻi Volcanoes National Park,HAVO,2012,4,103413
Hawaiʻi Volcanoes National Park,HAVO,2012,5,111466
Hawaiʻi Volcanoes National Park,HAVO,2012,6,115099
Hawaiʻi Volcanoes National Park,HAVO,2012,7,143777
Hawaiʻi Volcanoes National Park,HAVO,2012,8,141101
Hawaiʻi Volcanoes National Park,HAVO,2012,9,106287
Hawaiʻi Volcanoes National Park,HAVO,2012,10,127814
Hawaiʻi Volcanoes National Park,HAVO,2012,11,138699
Hawaiʻi Volcanoes National Park,HAVO,2012,12,138594
Saguaro National Park,SAGU,2012,1,61544
Saguaro National Park,SAGU,2012,2,77317
Saguaro National Park,SAGU,2012,3,90023
Saguaro National Park,SAGU,2012,4,61418
Saguaro National Park,SAGU,2012,5,44534
Saguaro National Park,SAGU,2012,6,32114
Saguaro National Park,SAGU,2012,7,39512
Saguaro National Park,SAGU,2012,8,34863
Saguaro National Park,SAGU,2012,9,33840
Saguaro National Park,SAGU,2012,10,43143
Saguaro National Park,SAGU,2012,11,60037
Saguaro National Park,SAGU,2012,12,55941
National Park of American Samoa,NPSA,2012,1,536
National Park of American Samoa,NPSA,2012,2,380
National Park of American Samoa,NPSA,2012,3,662
National Park of American Samoa,NPSA,2012,4,582
National Park of American Samoa,NPSA,2012,5,304
National Park of American Samoa,NPSA,2012,6,528
National Park of American Samoa,NPSA,2012,7,696
National Park of American Samoa,NPSA,2012,8,624
National Park of American Samoa,NPSA,2012,9,661
National Park of American Samoa,NPSA,2012,10,1150
National Park of American Samoa,NPSA,2012,11,2409
National Park of American Samoa,NPSA,2012,12,1908
Carlsbad Caverns National Park,CAVE,2012,1,14044
Carlsbad Caverns National Park,CAVE,2012,2,14080
Carlsbad Caverns National Park,CAVE,2012,3,44131
Carlsbad Caverns National Park,CAVE,2012,4,31173
Carlsbad Caverns National Park,CAVE,2012,5,35411
Carlsbad Caverns National Park,CAVE,2012,6,50969
Carlsbad Caverns National Park,CAVE,2012,7,62388
Carlsbad Caverns National Park,CAVE,2012,8,38677
Carlsbad Caverns National Park,CAVE,2012,9,23857
Carlsbad Caverns National Park,CAVE,2012,10,23706
Carlsbad Caverns National Park,CAVE,2012,11,19748
Carlsbad Caverns National Park,CAVE,2012,12,22874
Lassen Volcanic National Park,LAVO,2012,1,6702
Lassen Volcanic National Park,LAVO,2012,2,5970
Lassen Volcanic National Park,LAVO,2012,3,1758
Lassen Volcanic National Park,LAVO,2012,4,9867
Lassen Volcanic National Park,LAVO,2012,5,28548
Lassen Volcanic National Park,LAVO,2012,6,56793
Lassen Volcanic National Park,LAVO,2012,7,98098
Lassen Volcanic National Park,LAVO,2012,8,91293
Lassen Volcanic National Park,LAVO,2012,9,59874
Lassen Volcanic National Park,LAVO,2012,10,35415
Lassen Volcanic National Park,LAVO,2012,11,6531
Lassen Volcanic National Park,LAVO,2012,12,6804
Glacier National Park,GLAC,2012,1,10318
Glacier National Park,GLAC,2012,2,10194
Glacier National Park,GLAC,2012,3,12416
Glacier National Park,GLAC,2012,4,32085
Glacier National Park,GLAC,2012,5,112055
Glacier National Park,GLAC,2012,6,313713
Glacier National Park,GLAC,2012,7,630093
Glacier National Park,GLAC,2012,8,604039
Glacier National Park,GLAC,2012,9,356975
Glacier National Park,GLAC,2012,10,54127
Glacier National Park,GLAC,2012,11,16158
Glacier National Park,GLAC,2012,12,9862
Dry Tortugas National Park,DRTO,2013,6,5376
Dry Tortugas National Park,DRTO,2013,9,3458
Dry Tortugas National Park,DRTO,2013,12,4442
Dry Tortugas National Park,DRTO,2013,2,4796
Dry Tortugas National Park,DRTO,2013,5,5975
Dry Tortugas National Park,DRTO,2013,8,5098
Dry Tortugas National Park,DRTO,2013,11,3246
Dry Tortugas National Park,DRTO,2013,1,7565
Dry Tortugas National Park,DRTO,2013,4,5692
Dry Tortugas National Park,DRTO,2013,7,5720
Dry Tortugas National Park,DRTO,2013,10,1693
Dry Tortugas National Park,DRTO,2013,3,5340
Congaree National Park,CONG,2013,7,11859
Congaree National Park,CONG,2013,10,6794
Congaree National Park,CONG,2013,3,12453
Congaree National Park,CONG,2013,6,11977
Congaree National Park,CONG,2013,9,8220
Congaree National Park,CONG,2013,12,6902
Congaree National Park,CONG,2013,1,10098
Congaree National Park,CONG,2013,4,14120
Congaree National Park,CONG,2013,11,11044
Acadia National Park,ACAD,2013,2,9869
Acadia National Park,ACAD,2013,5,133653
Acadia National Park,ACAD,2013,12,7540
Yosemite National Park,YOSE,2013,1,103910
Yosemite National Park,YOSE,2013,11,161356
Yosemite National Park,YOSE,2013,4,231178
Yosemite National Park,YOSE,2013,10,279526
Yosemite National Park,YOSE,2013,7,611538
Yosemite National Park,YOSE,2013,12,131479
Yosemite National Park,YOSE,2013,9,460855
Yosemite National Park,YOSE,2013,2,114440
Yosemite National Park,YOSE,2013,8,552137
Yosemite National Park,YOSE,2013,5,370422
Hawaiʻi Volcanoes National Park,HAVO,2013,3,139222
Hawaiʻi Volcanoes National Park,HAVO,2013,6,137853
Hawaiʻi Volcanoes National Park,HAVO,2013,9,121625
Hawaiʻi Volcanoes National Park,HAVO,2013,5,117469
Hawaiʻi Volcanoes National Park,HAVO,2013,8,137614
Hawaiʻi Volcanoes National Park,HAVO,2013,11,131877
Hawaiʻi Volcanoes National Park,HAVO,2013,7,160617
Hawaiʻi Volcanoes National Park,HAVO,2013,10,69872
Hawaiʻi Volcanoes National Park,HAVO,2013,12,144360
Acadia National Park,ACAD,2013,3,20631
Acadia National Park,ACAD,2013,6,315791
Acadia National Park,ACAD,2013,9,400400
Yosemite National Park,YOSE,2013,6,508941
Yosemite National Park,YOSE,2013,3,165409
Hawaiʻi Volcanoes National Park,HAVO,2013,4,124963
Hawaiʻi Volcanoes National Park,HAVO,2013,1,150606
Hawaiʻi Volcanoes National Park,HAVO,2013,2,147131
Acadia National Park,ACAD,2013,1,11249
Acadia National Park,ACAD,2013,4,47090
Acadia National Park,ACAD,2013,8,617306
Acadia National Park,ACAD,2013,11,41181
Congaree National Park,CONG,2013,5,12612
Congaree National Park,CONG,2013,8,8064
Mount Rainier National Park,MORA,2013,3,22315
Mount Rainier National Park,MORA,2013,6,178339
Mount Rainier National Park,MORA,2013,9,154566
Mount Rainier National Park,MORA,2013,12,17607
Mount Rainier National Park,MORA,2013,5,51227
Mount Rainier National Park,MORA,2013,8,287340
Mount Rainier National Park,MORA,2013,11,59344
Mount Rainier National Park,MORA,2013,7,286562
Mount Rainier National Park,MORA,2013,10,38478
Mount Rainier National Park,MORA,2013,2,16937
Mount Rainier National Park,MORA,2013,1,21735
Mount Rainier National Park,MORA,2013,4,14102
Glacier Bay National Park,GLBA,2013,2,173
Glacier Bay National Park,GLBA,2013,12,155
Glacier Bay National Park,GLBA,2013,5,70557
Glacier Bay National Park,GLBA,2013,3,162
Glacier Bay National Park,GLBA,2013,9,85758
Glacier Bay National Park,GLBA,2013,6,110905
Glacier Bay National Park,GLBA,2013,1,173
Glacier Bay National Park,GLBA,2013,11,150
Glacier Bay National Park,GLBA,2013,8,116945
Congaree National Park,CONG,2013,2,6197
Acadia National Park,ACAD,2013,7,555308
Acadia National Park,ACAD,2013,10,94904
Glacier Bay National Park,GLBA,2013,10,168
Glacier Bay National Park,GLBA,2013,7,114650
Glacier Bay National Park,GLBA,2013,4,794
Voyageurs National Park,VOYA,2013,1,3884
Voyageurs National Park,VOYA,2013,4,178
Voyageurs National Park,VOYA,2013,7,50700
Voyageurs National Park,VOYA,2013,10,11133
Everglades National Park,EVER,2006,9,74328
Everglades National Park,EVER,2006,10,87878
Everglades National Park,EVER,2006,11,62638
Everglades National Park,EVER,2006,12,79837
Glacier Bay National Park,GLBA,2007,11,222
Glacier Bay National Park,GLBA,2007,12,150
Shenandoah National Park,SHEN,2007,1,13113
Shenandoah National Park,SHEN,2007,2,9149
Shenandoah National Park,SHEN,2007,3,33699
Shenandoah National Park,SHEN,2007,4,67532
Shenandoah National Park,SHEN,2007,5,115809
Shenandoah National Park,SHEN,2007,6,125902
Shenandoah National Park,SHEN,2007,7,158668
Shenandoah National Park,SHEN,2007,8,135534
Shenandoah National Park,SHEN,2007,9,137702
Shenandoah National Park,SHEN,2007,10,206362
Shenandoah National Park,SHEN,2007,11,88971
Shenandoah National Park,SHEN,2007,12,14786
Arches National Park,ARCH,2007,1,10681
Arches National Park,ARCH,2007,2,15453
Arches National Park,ARCH,2007,3,63618
Arches National Park,ARCH,2007,4,90031
Arches National Park,ARCH,2007,5,111652
Arches National Park,ARCH,2007,6,109027
Arches National Park,ARCH,2007,7,112167
Arches National Park,ARCH,2007,8,106047
Arches National Park,ARCH,2007,9,120301
Arches National Park,ARCH,2007,10,77963
Arches National Park,ARCH,2007,11,30536
Arches National Park,ARCH,2007,12,12705
Isle Royale National Park,ISRO,2007,1,48
Isle Royale National Park,ISRO,2007,2,30
Isle Royale National Park,ISRO,2007,3,49
Isle Royale National Park,ISRO,2007,4,70
Isle Royale National Park,ISRO,2007,5,710
Isle Royale National Park,ISRO,2007,6,2857
Isle Royale National Park,ISRO,2007,7,5377
Isle Royale National Park,ISRO,2007,8,5249
Isle Royale National Park,ISRO,2007,9,1265
Isle Royale National Park,ISRO,2007,10,217
Isle Royale National Park,ISRO,2007,11,31
Isle Royale National Park,ISRO,2007,12,70
Channel Islands National Park,CHIS,2007,1,16087
Channel Islands National Park,CHIS,2007,2,23541
Channel Islands National Park,CHIS,2007,3,38890
Channel Islands National Park,CHIS,2007,4,35241
Channel Islands National Park,CHIS,2007,5,30366
Channel Islands National Park,CHIS,2007,6,37646
Channel Islands National Park,CHIS,2007,7,43741
Channel Islands National Park,CHIS,2007,8,43895
Channel Islands National Park,CHIS,2007,9,36658
Channel Islands National Park,CHIS,2007,10,21340
Channel Islands National Park,CHIS,2007,11,16468
Channel Islands National Park,CHIS,2007,12,16933
Big Bend National Park,BIBE,2007,1,23310
Big Bend National Park,BIBE,2007,2,36824
Big Bend National Park,BIBE,2007,3,80773
Big Bend National Park,BIBE,2007,4,36261
Big Bend National Park,BIBE,2007,5,17461
Big Bend National Park,BIBE,2007,6,17264
Big Bend National Park,BIBE,2007,7,20924
Big Bend National Park,BIBE,2007,8,14233
Big Bend National Park,BIBE,2007,9,23148
Big Bend National Park,BIBE,2007,10,33960
Big Bend National Park,BIBE,2007,11,29212
Big Bend National Park,BIBE,2007,12,31486
Acadia National Park,ACAD,2007,1,12415
Acadia National Park,ACAD,2007,2,11068
Acadia National Park,ACAD,2007,3,19220
Acadia National Park,ACAD,2007,4,61775
Acadia National Park,ACAD,2007,5,132152
Acadia National Park,ACAD,2007,6,273765
Acadia National Park,ACAD,2007,7,461894
Acadia National Park,ACAD,2007,8,544892
Acadia National Park,ACAD,2007,9,371217
Acadia National Park,ACAD,2007,10,263311
Acadia National Park,ACAD,2007,11,41449
Acadia National Park,ACAD,2007,12,9070
Haleakalā National Park,HALE,2006,1,125084
Haleakalā National Park,HALE,2006,2,110578
Haleakalā National Park,HALE,2006,3,121767
Haleakalā National Park,HALE,2006,4,111260
Haleakalā National Park,HALE,2006,5,117049
Haleakalā National Park,HALE,2006,6,141643
Haleakalā National Park,HALE,2006,7,140972
Haleakalā National Park,HALE,2006,8,132075
Haleakalā National Park,HALE,2006,9,118641
Haleakalā National Park,HALE,2006,10,91843
Haleakalā National Park,HALE,2006,11,86418
Haleakalā National Park,HALE,2006,12,128738
Great Sand Dunes National Park,GRSA,2006,1,2489
Great Sand Dunes National Park,GRSA,2006,2,3245
Great Sand Dunes National Park,GRSA,2006,3,9257
Great Sand Dunes National Park,GRSA,2006,4,11783
Great Sand Dunes National Park,GRSA,2006,5,35425
Great Sand Dunes National Park,GRSA,2006,6,48548
Great Sand Dunes National Park,GRSA,2006,7,58939
Great Sand Dunes National Park,GRSA,2006,8,44519
Great Sand Dunes National Park,GRSA,2006,9,26372
Great Sand Dunes National Park,GRSA,2006,10,11552
Congaree National Park,CONG,2006,1,7511
Congaree National Park,CONG,2006,2,4133
Congaree National Park,CONG,2006,3,16025
Congaree National Park,CONG,2006,4,17130
Congaree National Park,CONG,2006,5,12478
Congaree National Park,CONG,2006,6,13449
Congaree National Park,CONG,2006,7,9713
Congaree National Park,CONG,2006,8,6590
Congaree National Park,CONG,2006,9,10002
Congaree National Park,CONG,2006,10,14352
Congaree National Park,CONG,2006,11,11804
Congaree National Park,CONG,2006,12,10858
Denali National Park,DENA,2006,1,442
Denali National Park,DENA,2006,2,272
Denali National Park,DENA,2006,3,891
Denali National Park,DENA,2006,4,7764
Mesa Verde National Park,MEVE,2005,9,57200
Mesa Verde National Park,MEVE,2005,10,31087
Mesa Verde National Park,MEVE,2005,11,11057
Mesa Verde National Park,MEVE,2005,12,7930
Arches National Park,ARCH,2010,12,12938
Black Canyon of the Gunnison National Park,BLCA,2010,1,2519
Black Canyon of the Gunnison National Park,BLCA,2010,2,3034
Black Canyon of the Gunnison National Park,BLCA,2010,3,3199
Black Canyon of the Gunnison National Park,BLCA,2010,4,4421
Black Canyon of the Gunnison National Park,BLCA,2010,5,21259
Black Canyon of the Gunnison National Park,BLCA,2010,6,24477
Black Canyon of the Gunnison National Park,BLCA,2010,7,35398
Black Canyon of the Gunnison National Park,BLCA,2010,8,27367
Black Canyon of the Gunnison National Park,BLCA,2010,9,24297
Zion National Park,ZION,2013,2,64994
Zion National Park,ZION,2013,9,339593
Zion National Park,ZION,2013,12,75903
Zion National Park,ZION,2013,4,292765
Zion National Park,ZION,2013,7,379129
Zion National Park,ZION,2013,10,203056
Zion National Park,ZION,2013,5,313594
Zion National Park,ZION,2013,8,345014
Glacier National Park,GLAC,2007,1,12167
Glacier National Park,GLAC,2007,2,12086
Glacier National Park,GLAC,2007,3,26534
Glacier National Park,GLAC,2007,4,34659
Glacier National Park,GLAC,2007,5,137220
Glacier National Park,GLAC,2007,6,341317
Glacier National Park,GLAC,2007,7,621046
Glacier National Park,GLAC,2007,8,492343
Glacier National Park,GLAC,2007,9,311589
Black Canyon of the Gunnison National Park,BLCA,2010,10,21331
Black Canyon of the Gunnison National Park,BLCA,2010,11,3646
Black Canyon of the Gunnison National Park,BLCA,2010,12,5396
Grand Teton National Park,GRTE,2010,11,39805
Grand Teton National Park,GRTE,2010,12,43100
Yellowstone National Park,YELL,2010,5,250445
Yellowstone National Park,YELL,2010,6,694841
Yellowstone National Park,YELL,2010,7,957785
Yellowstone National Park,YELL,2010,8,854837
Yellowstone National Park,YELL,2010,9,550504
Yellowstone National Park,YELL,2010,10,189072
Voyageurs National Park,VOYA,2013,3,3703
Voyageurs National Park,VOYA,2013,6,46580
Glacier National Park,GLAC,2007,10,66059
Glacier National Park,GLAC,2007,11,18688
Glacier National Park,GLAC,2007,12,9621
Yosemite National Park,YOSE,2005,1,91238
Yosemite National Park,YOSE,2005,2,103756
Yosemite National Park,YOSE,2005,3,143335
Yellowstone National Park,YELL,2010,11,16819
Yellowstone National Park,YELL,2010,12,17388
Shenandoah National Park,SHEN,2010,1,3576
Shenandoah National Park,SHEN,2010,2,1144
Shenandoah National Park,SHEN,2010,3,33230
Shenandoah National Park,SHEN,2010,4,94931
Shenandoah National Park,SHEN,2010,5,119576
Shenandoah National Park,SHEN,2010,6,127861
Shenandoah National Park,SHEN,2010,7,175626
Shenandoah National Park,SHEN,2010,8,163613
Yosemite National Park,YOSE,2005,4,195385
Yosemite National Park,YOSE,2005,5,304552
Yosemite National Park,YOSE,2005,6,413124
Yosemite National Park,YOSE,2005,7,554567
Yosemite National Park,YOSE,2005,8,485643
Yosemite National Park,YOSE,2005,9,430134
Yosemite National Park,YOSE,2005,10,318508
Yosemite National Park,YOSE,2005,11,152671
Yosemite National Park,YOSE,2005,12,111231
Hawaiʻi Volcanoes National Park,HAVO,2005,1,99838
Shenandoah National Park,SHEN,2010,9,150140
Shenandoah National Park,SHEN,2010,10,281998
Shenandoah National Park,SHEN,2010,11,89312
Shenandoah National Park,SHEN,2010,12,12379
Zion National Park,ZION,2013,3,227899
Zion National Park,ZION,2013,6,367217
Hawaiʻi Volcanoes National Park,HAVO,2005,2,108732
Hawaiʻi Volcanoes National Park,HAVO,2005,3,119045
Hawaiʻi Volcanoes National Park,HAVO,2005,4,97255
Hawaiʻi Volcanoes National Park,HAVO,2005,5,124291
Hawaiʻi Volcanoes National Park,HAVO,2005,6,80464
Hawaiʻi Volcanoes National Park,HAVO,2005,7,136564
Hawaiʻi Volcanoes National Park,HAVO,2005,8,211615
Hawaiʻi Volcanoes National Park,HAVO,2005,9,181520
Hawaiʻi Volcanoes National Park,HAVO,2005,10,167435
Hawaiʻi Volcanoes National Park,HAVO,2005,11,207796
Hawaiʻi Volcanoes National Park,HAVO,2005,12,126641
Isle Royale National Park,ISRO,2010,1,69
Isle Royale National Park,ISRO,2010,2,51
Isle Royale National Park,ISRO,2010,3,42
Isle Royale National Park,ISRO,2010,4,94
Isle Royale National Park,ISRO,2010,5,652
Isle Royale National Park,ISRO,2010,6,2372
Isle Royale National Park,ISRO,2010,7,5245
Isle Royale National Park,ISRO,2010,8,5463
Isle Royale National Park,ISRO,2010,9,1514
Isle Royale National Park,ISRO,2010,10,237
Isle Royale National Park,ISRO,2010,11,38
Great Smoky Mountains National Park,GRSM,2013,2,252437
Great Smoky Mountains National Park,GRSM,2013,5,885960
Isle Royale National Park,ISRO,2010,12,16
Channel Islands National Park,CHIS,2010,1,19213
Channel Islands National Park,CHIS,2010,2,23044
Channel Islands National Park,CHIS,2010,3,24377
Channel Islands National Park,CHIS,2010,4,22903
Channel Islands National Park,CHIS,2010,5,26806
Channel Islands National Park,CHIS,2010,6,27992
Channel Islands National Park,CHIS,2010,7,29118
Channel Islands National Park,CHIS,2010,8,32454
Channel Islands National Park,CHIS,2010,9,22813
Great Smoky Mountains National Park,GRSM,2013,8,1040021
Channel Islands National Park,CHIS,2010,10,16520
Channel Islands National Park,CHIS,2010,11,19691
Channel Islands National Park,CHIS,2010,12,12584
Saguaro National Park,SAGU,2005,1,69802
Saguaro National Park,SAGU,2005,2,83199
Saguaro National Park,SAGU,2005,3,122738
Saguaro National Park,SAGU,2005,4,75455
Saguaro National Park,SAGU,2005,5,50760
Saguaro National Park,SAGU,2005,6,40169
Saguaro National Park,SAGU,2005,7,38220
Saguaro National Park,SAGU,2005,8,47620
Great Basin National Park,GRBA,2013,3,2307
Great Basin National Park,GRBA,2013,6,12796
Great Basin National Park,GRBA,2013,9,14916
Glacier Bay National Park,GLBA,2010,1,173
Glacier Bay National Park,GLBA,2010,2,175
Glacier Bay National Park,GLBA,2010,3,162
Glacier Bay National Park,GLBA,2010,4,238
Glacier Bay National Park,GLBA,2010,5,60540
Glacier Bay National Park,GLBA,2010,6,104399
Saguaro National Park,SAGU,2005,9,34215
Saguaro National Park,SAGU,2005,10,50482
Saguaro National Park,SAGU,2005,11,54188
Saguaro National Park,SAGU,2005,12,60360
Glacier Bay National Park,GLBA,2010,7,105344
Glacier Bay National Park,GLBA,2010,8,106284
Glacier Bay National Park,GLBA,2010,9,66647
Glacier Bay National Park,GLBA,2010,10,222
Glacier Bay National Park,GLBA,2010,11,173
Glacier Bay National Park,GLBA,2010,12,173
Capitol Reef National Park,CARE,2010,1,5999
Capitol Reef National Park,CARE,2010,2,6436
Capitol Reef National Park,CARE,2010,3,21848
Capitol Reef National Park,CARE,2010,4,56137
Capitol Reef National Park,CARE,2010,5,100098
Capitol Reef National Park,CARE,2010,6,92844
Capitol Reef National Park,CARE,2010,7,89045
Capitol Reef National Park,CARE,2010,8,81665
Capitol Reef National Park,CARE,2010,9,111460
Capitol Reef National Park,CARE,2010,10,73327
Capitol Reef National Park,CARE,2010,11,16115
Capitol Reef National Park,CARE,2010,12,7687
Grand Teton National Park,GRTE,2013,3,47414
Grand Teton National Park,GRTE,2013,6,509389
Grand Teton National Park,GRTE,2013,9,420542
Grand Teton National Park,GRTE,2013,10,68984
Grand Teton National Park,GRTE,2013,12,37661
Grand Teton National Park,GRTE,2013,1,39871
Zion National Park,ZION,2010,1,54928
Grand Teton National Park,GRTE,2013,8,609953
Grand Teton National Park,GRTE,2013,11,36686
Zion National Park,ZION,2010,2,62099
Zion National Park,ZION,2010,3,171079
Zion National Park,ZION,2010,4,277599
Zion National Park,ZION,2010,5,304278
Zion National Park,ZION,2010,6,331185
Zion National Park,ZION,2010,7,362881
Zion National Park,ZION,2010,8,332796
Zion National Park,ZION,2010,9,319838
Zion National Park,ZION,2010,10,236316
Zion National Park,ZION,2010,11,143272
Zion National Park,ZION,2010,12,69701
Carlsbad Caverns National Park,CAVE,2005,1,15567
Carlsbad Caverns National Park,CAVE,2005,2,16222
Carlsbad Caverns National Park,CAVE,2005,3,51648
Carlsbad Caverns National Park,CAVE,2005,4,29721
Carlsbad Caverns National Park,CAVE,2005,5,37080
Great Smoky Mountains National Park,GRSM,2013,1,265633
Great Smoky Mountains National Park,GRSM,2013,4,636677
Great Smoky Mountains National Park,GRSM,2013,11,688430
Carlsbad Caverns National Park,CAVE,2005,6,54295
Carlsbad Caverns National Park,CAVE,2005,7,79411
Carlsbad Caverns National Park,CAVE,2005,8,40716
Carlsbad Caverns National Park,CAVE,2005,9,24415
Carlsbad Caverns National Park,CAVE,2005,10,22551
Carlsbad Caverns National Park,CAVE,2005,11,19960
Carlsbad Caverns National Park,CAVE,2005,12,22200
Lassen Volcanic National Park,LAVO,2005,1,7207
Lassen Volcanic National Park,LAVO,2005,2,5946
Lassen Volcanic National Park,LAVO,2005,3,7146
Lassen Volcanic National Park,LAVO,2005,4,7620
Great Basin National Park,GRBA,2013,2,1377
Great Basin National Park,GRBA,2013,5,11291
Great Basin National Park,GRBA,2013,12,2266
Voyageurs National Park,VOYA,2010,9,37788
Voyageurs National Park,VOYA,2010,10,834
Voyageurs National Park,VOYA,2010,11,155
Voyageurs National Park,VOYA,2010,12,661
Lassen Volcanic National Park,LAVO,2005,5,21294
Lassen Volcanic National Park,LAVO,2005,6,49790
Lassen Volcanic National Park,LAVO,2005,7,90440
Lassen Volcanic National Park,LAVO,2005,8,81669
Lassen Volcanic National Park,LAVO,2005,9,53655
Lassen Volcanic National Park,LAVO,2005,10,27263
Lassen Volcanic National Park,LAVO,2005,11,7955
Lassen Volcanic National Park,LAVO,2005,12,5550
Death Valley National Park,DEVA,2010,1,54678
Death Valley National Park,DEVA,2010,2,79196
Death Valley National Park,DEVA,2010,3,133300
Death Valley National Park,DEVA,2010,4,158319
Death Valley National Park,DEVA,2010,5,63622
Death Valley National Park,DEVA,2010,6,98967
Death Valley National Park,DEVA,2010,7,103919
Death Valley National Park,DEVA,2010,8,65201
Death Valley National Park,DEVA,2010,9,92876
Death Valley National Park,DEVA,2010,10,47898
Death Valley National Park,DEVA,2010,11,59756
Death Valley National Park,DEVA,2010,12,27043
Grand Teton National Park,GRTE,2013,2,40742
Grand Teton National Park,GRTE,2013,5,189663
Grand Teton National Park,GRTE,2013,4,45027
Grand Teton National Park,GRTE,2013,7,642862
Rocky Mountain National Park,ROMO,2008,1,62228
Rocky Mountain National Park,ROMO,2008,2,58860
Rocky Mountain National Park,ROMO,2008,3,71260
Rocky Mountain National Park,ROMO,2008,4,63083
Rocky Mountain National Park,ROMO,2008,5,165489
Rocky Mountain National Park,ROMO,2008,6,420334
Rocky Mountain National Park,ROMO,2008,7,611760
Rocky Mountain National Park,ROMO,2008,8,533886
Rocky Mountain National Park,ROMO,2008,9,424613
Rocky Mountain National Park,ROMO,2008,10,213467
Rocky Mountain National Park,ROMO,2008,11,74914
Rocky Mountain National Park,ROMO,2008,12,57496
Grand Teton National Park,GRTE,2010,1,40509
Grand Teton National Park,GRTE,2010,2,40495
Grand Teton National Park,GRTE,2010,3,47742
Grand Teton National Park,GRTE,2010,4,47575
Grand Teton National Park,GRTE,2010,5,161320
Grand Teton National Park,GRTE,2010,6,450650
Grand Teton National Park,GRTE,2010,7,628355
Grand Teton National Park,GRTE,2010,8,598412
Grand Teton National Park,GRTE,2010,9,421830
Grand Teton National Park,GRTE,2010,10,149581
Glacier National Park,GLAC,2005,1,7444
Glacier National Park,GLAC,2005,2,12496
Glacier National Park,GLAC,2005,3,16490
Glacier National Park,GLAC,2005,4,54609
Glacier National Park,GLAC,2005,5,131566
Glacier National Park,GLAC,2005,6,286605
Grand Canyon National Park,GRCA,2013,3,359799
Grand Canyon National Park,GRCA,2013,6,613479
Grand Canyon National Park,GRCA,2013,9,465665
Glacier National Park,GLAC,2005,7,561774
Glacier National Park,GLAC,2005,8,498836
Glacier National Park,GLAC,2005,9,269149
Glacier National Park,GLAC,2005,10,64658
Glacier National Park,GLAC,2005,11,11848
Glacier National Park,GLAC,2005,12,9626
Grand Canyon National Park,GRCA,2013,12,216015
Grand Canyon National Park,GRCA,2013,1,143405
Grand Canyon National Park,GRCA,2013,4,375899
Grand Canyon National Park,GRCA,2013,7,728543
Grand Canyon National Park,GRCA,2013,10,197742
Grand Canyon National Park,GRCA,2013,2,145356
Grand Canyon National Park,GRCA,2013,5,468178
